Judul Ads,Grade Score - V3,Ad Spend,Impressions,3s View,50% View,Link Click,LP View,Conversions,Campaign Conversions,Revenue,Hook Quality,Content Quality,Clickability,LP Match Rate,RoAS CC,Ads Grade - V3,Hook Grade,Content Grade,Video Clickability Grade,LP Match Grade (REVISI),Offer Quality Grade,Reported V3
Customer - Hery Yuwono - Gula Darah 427 mg/dL - Superfood,4.9382716049%,"IDR 1,073,706.00","15,621","4,493",326,245,138,8,162,IDR 0.00,28.7625632162%,7.2557311373%,1.5684015108%,5.7971014493%,0%,🟧🟧🟧 C,🟡 Neutral,🔴🔴 Very Bad,🔴🔴 Very Bad,🟢 Good,🔴🔴 Very Bad,Reported
MOFU 50 - VID - mGanik 3Peptide Worth It Gak Sih? - M3P,4.4943820225%,"IDR 535,531.00","10,796","1,523",219,116,60,8,178,IDR 0.00,14.1070766951%,14.3795141169%,1.0744720267%,13.3333333333%,0%,🟧🟧🟧 C,🔴🔴 Very Bad,🟡 Neutral,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
No Talent - Gula Darah Puasa Tinggi Takut Sarapan Pagi? - Multigrain,4.0816326531%,"IDR 260,978.00","2,768",0,0,69,36,6,147,IDR 0.00,0%,,2.4927745665%,16.6666666667%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
MOFU - Kompilasi Cust - Takut Sakit Jantung - 3Peptide,3.9772727273%,"IDR 2,490,631.00","42,622","17,766",701,896,431,14,352,"IDR 937,000.00",41.6826990756%,3.9457390521%,2.1022007414%,3.2482598608%,37.6209884162%,🟧🟧🟧 C,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🟡 Neutral,🟡 Neutral,Reported
RC - Vidcall - Bapak Muhamad Saleh - Keturunan Hipertensi - 3Peptide,3.8834951456%,"IDR 1,531,296.00","52,376","17,632","1,775",675,341,8,206,IDR 0.00,33.6642737132%,10.066923775%,1.2887582099%,2.3460410557%,0%,🟧🟧🟧 C,🟢 Good,🔴 Bad,🔴🔴 Very Bad,🔴 Bad,🔴🔴 Very Bad,Reported
Customer - Yongki - Kesembuhan dari Hipertensi - 3Peptide,3.8834951456%,"IDR 1,567,314.00","33,458","19,910","1,169","2,013","1,145",8,206,"IDR 299,000.00",59.5074421663%,5.8714213963%,6.0164982964%,0.6986899563%,19.0772238364%,🟧🟧🟧 C,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴 Bad,Reported
No Talent - Marketplace Kesayangan Anda - Multigrain,3.8709677419%,"IDR 252,481.00","3,552",0,0,45,25,6,155,IDR 0.00,0%,,1.2668918919%,24%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - VID - Short Script 2 Metafiber - Dewi Yull - Metafiber,3.8167938931%,"IDR 1,164,737.00","22,871","3,931","1,814",224,129,20,524,"IDR 756,000.00",17.1877049539%,46.1460188247%,0.979406235%,15.503875969%,64.9073567681%,🟧🟧🟧 C,🔴 Bad,🟢🟢 Very Good,🔴🔴 Very Bad,🟢🟢 Very Good,🟢 Good,Reported
SP - KOL User - Debyani - Superfood,3.7162162162%,"IDR 2,010,839.00","63,320","34,062","5,447","1,755",677,11,296,IDR 0.00,53.7934301958%,15.9914273971%,2.7716361339%,1.6248153619%,0%,🟧🟧🟧 C,🟢🟢 Very Good,🟡 Neutral,🔴🔴 Very Bad,🔴 Bad,🔴🔴 Very Bad,Reported
No Talent - Solusi Alami Atasi Hipertensi - 3Peptide,3.6931818182%,"IDR 584,990.00","13,027",0,0,166,93,13,352,IDR 0.00,0%,,1.2742765026%,13.9784946237%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
EDU - BE - VID - Kebiasaan Yang Bikin Gula Darah Naik - Metafiber,3.6363636364%,"IDR 1,466,006.00","52,498","21,206","7,673","1,245",475,6,165,"IDR 299,000.00",40.3939197684%,36.1831557106%,2.371518915%,1.2631578947%,20.395550905%,🟧🟧🟧 C,🟢 Good,🟢 Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴 Bad,Reported
No Talent - mGanik Metafiber Terbukti Kontrol Gula Darah (Carousel) - Metafiber,3.5476718404%,"IDR 1,223,980.00","21,526",0,0,296,167,16,451,IDR 0.00,0%,,1.375081297%,9.5808383234%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
"No Talent - Penyempitan Pembuluh Darah Jantung - 3Peptide  ",3.5143769968%,"IDR 788,667.00","33,378",0,0,617,296,11,313,"IDR 350,000.00",0%,,1.8485229792%,3.7162162162%,44.378679468%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟡 Neutral,🟡 Neutral,Reported
Talent - Jessica - mGanik Multigrain Mahal - Multigrain,3.4090909091%,"IDR 333,763.00","2,473",961,161,56,29,3,88,IDR 0.00,38.8596845936%,16.7533818939%,2.2644561262%,10.3448275862%,0%,🟧🟧🟧 C,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Apa Itu GlukoStabil? (Cara Kerja & Function) - Superfood,3.4013605442%,"IDR 979,387.00","13,987","4,299",480,161,84,5,147,IDR 0.00,30.7356831343%,11.1653872994%,1.1510688496%,5.9523809524%,0%,🟧🟧🟧 C,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,🟢 Good,🔴🔴 Very Bad,Reported
Customer - Prihatmoko Putut Wimbono - Terkena Hipertensi Tanpa Gejala - 3Peptide,3.3980582524%,"IDR 441,832.00","7,348","1,550",289,77,41,7,206,"IDR 700,000.00",21.0941752858%,18.6451612903%,1.0479041916%,17.0731707317%,158.43125894%,🟧🟧🟧 C,🔴 Bad,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"25° - KOL Caregiver - Satrio Ojon - Superfood ",3.2894736842%,"IDR 352,417.00","7,230","3,200",571,170,68,5,152,IDR 0.00,44.2600276625%,17.84375%,2.3513139696%,7.3529411765%,0%,🟧🟧🟧 C,🟢🟢 Very Good,🟡 Neutral,🔴🔴 Very Bad,🟢🟢 Very Good,⬜ Insufficient Data,Reported
A&P - Special Offer - Image MD - Paket Gula Darah Sehat - Superfood,3.2258064516%,"IDR 494,801.00","8,269",0,0,158,101,5,155,"IDR 639,000.00",0%,,1.9107509977%,4.9504950495%,129.1428271164%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢 Good,⬜ Insufficient Data,Reported
No Talent - Berapa Kadar Gula Darah Normal? - Superfood,3.2051282051%,"IDR 1,042,705.00","36,633",0,0,"2,635","1,276",5,156,IDR 0.00,0%,,7.1929680889%,0.3918495298%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
Expert - dr. Arlis - Faktor Pemicu Hipertensi yang Sering Diabaikan - 3Peptide,3.1948881789%,"IDR 1,116,699.00","58,142",7,5,"1,993","1,195",10,313,IDR 0.00,0.0120394895%,71.4285714286%,3.4278146607%,0.8368200837%,0%,🟧🟧🟧 C,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
No Talent - Pesan dengan Agen Resmi mGanik di Kota Anda - Metafiber,3.1152647975%,"IDR 398,746.00","5,704",0,0,102,71,10,321,IDR 0.00,0%,,1.7882187938%,14.0845070423%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢🟢 Very Good,⬜ Insufficient Data,Reported
"Brand Offer - BP - Video - Almondberry Desser Box - Superfood ",2.8985507246%,"IDR 1,582,715.00","34,138","8,786","2,357",578,249,2,69,"IDR 588,000.00",25.7367156834%,26.8267698611%,1.6931278927%,0.8032128514%,37.1513506854%,🟧🟧🟧 C,🟡 Neutral,🟢 Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🟡 Neutral,Reported
EDU - BE - Jangan Makan Ini untuk Penderita Diabetes (Paid ) - Metafiber,2.7472527473%,"IDR 2,554,792.00","123,835","49,627","8,701","2,834",812,5,182,IDR 0.00,40.0750999314%,17.5327946481%,2.2885290911%,0.6157635468%,0%,🟧🟧🟧 C,🟢🟢 Very Good,🟡 Neutral,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
Pufi - Vina Panduwinata - Metafiber Hadir Sachet (VO Jessica) - Metafiber,2.7237354086%,"IDR 604,986.00","4,796",776,118,72,45,7,257,"IDR 79,000.00",16.1801501251%,15.206185567%,1.5012510425%,15.5555555556%,13.0581534118%,🟧🟧🟧 C,🔴 Bad,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,🔴 Bad,Reported
No Talent - BARU! Metafiber Leci Kemasan Sachet - Metafiber,2.7237354086%,"IDR 1,137,880.00","16,039",0,0,230,126,7,257,IDR 0.00,0%,,1.4340046138%,5.5555555556%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢 Good,🔴🔴 Very Bad,Reported
BPR - VID (Mirroring IG) - Gula Darah Stabil Karena Ganti Sarapan - Superfood,2.7210884354%,"IDR 632,291.00","9,104","3,179",436,203,104,4,147,IDR 0.00,34.9187170475%,13.7150047185%,2.2297891037%,3.8461538462%,0%,🟧🟧🟧 C,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,🟢 Good,🔴🔴 Very Bad,Reported
CPR - VID (Mirroring IG) - Highlight Kegiatan Penyuluhan TK,2.5641025641%,"IDR 517,955.00","9,650","4,427",435,238,111,4,156,IDR 0.00,45.8756476684%,9.8260673142%,2.4663212435%,3.6036036036%,0%,🟧🟧🟧 C,🟢🟢 Very Good,🔴 Bad,🔴🔴 Very Bad,🟡 Neutral,🔴🔴 Very Bad,Reported
Expert - Mirroring IG - Gerakan untuk Bakar Gula Darah - dr. Sonny,2.5641025641%,"IDR 982,101.00","25,655","9,476","1,719",591,349,4,156,IDR 0.00,36.936269733%,18.1405656395%,2.3036445137%,1.1461318052%,0%,🟧🟧🟧 C,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
No Talent - Pengiriman Cepat & Gratis Ongkir dengan Mitra Seller - 3Peptide,2.5641025641%,"IDR 237,409.00","3,705",0,0,53,34,5,195,IDR 0.00,0%,,1.4304993252%,14.7058823529%,0%,🟧🟧🟧 C,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Kompilasi - Customer - Motion Kompilasi Jutaan Hipertensi - 3Peptide,2.5568181818%,"IDR 732,486.00","12,105","2,993","1,566",149,85,9,352,IDR 0.00,24.7253201157%,52.3220848647%,1.2308963238%,10.5882352941%,0%,🟧🟧🟧 C,🟡 Neutral,🟢🟢 Very Good,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
Talent - Nunu - Konsumsi Obat Hipertensi Tidak Ada Perubahan - 3Peptide,2.5568181818%,"IDR 1,715,611.00","22,901","6,877",606,352,174,9,352,"IDR 350,000.00",30.0292563644%,8.8119819689%,1.5370507838%,5.1724137931%,20.4008950747%,🟧🟧🟧 C,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,🟢 Good,🔴 Bad,Reported
"TB - MTP - VID - Gula Darah Berhasil Turun, Cocok Sama mGanik - Superfood",2.4930747922%,"IDR 634,010.00","11,884","1,708",152,135,72,9,361,IDR 0.00,14.3722652306%,8.8992974239%,1.1359811511%,12.5%,0%,🟥🟥🟥 D,🔴 Bad,🔴 Bad,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
KOL User - Kakang Izal - Metafiber,2.4809160305%,"IDR 1,838,337.00","28,725","9,837","1,777",564,212,13,524,"IDR 299,000.00",34.2454308094%,18.0644505439%,1.9634464752%,6.1320754717%,16.2647001067%,🟥🟥🟥 D,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,🟢🟢 Very Good,🔴 Bad,Reported
HERO  - BVA 2 - Ibu Yuni Wayang (Suara Hati Diabetesi) x Dewi Yull - Angle 1 Story - Superfood,2.4691358025%,"IDR 475,582.00","21,042",0,0,826,382,4,162,IDR 0.00,0%,,3.9254823686%,1.0471204188%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🔴🔴 Very Bad,⬜ Insufficient Data,Reported
Pufi - Nunung - Storytelling Hipertensi - 3Peptide,2.427184466%,"IDR 1,621,085.00","25,500","11,717","1,135",857,438,5,206,IDR 0.00,45.9490196078%,9.6867798925%,3.3607843137%,1.1415525114%,0%,🟥🟥🟥 D,🟢🟢 Very Good,🔴 Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
EDU - Brand - Video - Hipoglikemia Bahaya Gak Sih?! - Metafiber,2.4242424242%,"IDR 904,251.00","44,671","20,984","9,300","2,385","1,426",4,165,IDR 0.00,46.9745472454%,44.3194815097%,5.3390342728%,0.2805049088%,0%,🟥🟥🟥 D,🟢🟢 Very Good,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
BO - BPR - Single Image - With & Without mGanik - Superfood,2.4%,"IDR 311,738.00","6,865",0,0,74,39,3,125,"IDR 598,000.00",0%,,1.0779315368%,7.6923076923%,191.8277527924%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Ciri Gula Darah Tinggi Pada Wanita & Laki-Laki - Metafiber,2.3668639053%,"IDR 1,414,099.00","56,355",0,0,"1,850",989,8,338,"IDR 598,000.00",0%,,3.2827610682%,0.8088978766%,42.2884112074%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🔴🔴 Very Bad,🟡 Neutral,Reported
Expert - dr. Indra - Cara Efektif Stabilkan Gula Darah - Metafiber,2.3668639053%,"IDR 2,359,239.00","37,197",0,0,765,465,8,338,IDR 0.00,0%,,2.0566174692%,1.7204301075%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🔴 Bad,🔴🔴 Very Bad,Reported
MOFU 50 - VID - mGanik Metafiber Worth It Gak Sih? - Metafiber,2.3346303502%,"IDR 206,281.00","2,354",549,98,36,17,6,257,IDR 0.00,23.3220050977%,17.8506375228%,1.5293118097%,35.2941176471%,0%,🟥🟥🟥 D,🔴 Bad,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Vina Panduwinata - Belum Coba mGanik Metafiber? - Metafiber,2.3346303502%,"IDR 732,314.00","13,719",0,0,248,138,6,257,IDR 0.00,0%,,1.8077119324%,4.347826087%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢 Good,🔴🔴 Very Bad,Reported
RTS - VID - Jangan Ragu! Pak Yanto Berhasil Bebas Insulin - Superfood,2.2727272727%,"IDR 14,390.00",152,64,19,8,8,2,88,IDR 0.00,42.1052631579%,29.6875%,5.2631578947%,25%,0%,🟥🟥🟥 D,🟢 Good,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"No Talent - Bahan Alami 3Peptide -  3Peptide ",2.2727272727%,"IDR 602,998.00","10,908","1,672",721,84,54,8,352,IDR 0.00,15.3281994866%,43.1220095694%,0.7700770077%,14.8148148148%,0%,🟥🟥🟥 D,🔴 Bad,🟢🟢 Very Good,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
KOL Expert - (Ad Code) Yun Pratiwi - Metafiber,2.0710059172%,"IDR 921,834.00","17,282","4,519",929,242,111,7,338,IDR 0.00,26.1485939127%,20.5576454968%,1.4003008911%,6.3063063063%,0%,🟥🟥🟥 D,🟡 Neutral,🟡 Neutral,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
Talent - Jessica - CGM Pisang - Metafiber,2.0710059172%,"IDR 1,379,952.00","38,264","15,937","6,605","1,754",898,7,338,"IDR 299,000.00",41.6501149906%,41.4444374725%,4.5839431319%,0.7795100223%,21.6674203161%,🟥🟥🟥 D,🟢🟢 Very Good,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴 Bad,Reported
Talent - Jessica - Diabetes Bisa Lepas Obat? - Metafiber,2.0710059172%,"IDR 853,955.00","18,325","5,848","1,117",326,194,7,338,"IDR 948,000.00",31.9126875853%,19.1005471956%,1.7789904502%,3.6082474227%,111.0128753857%,🟥🟥🟥 D,🟡 Neutral,🟡 Neutral,🔴🔴 Very Bad,🟢 Good,🟢🟢 Very Good,Reported
No Talent - Beli mGanik Banyak Bonusnya - 3Peptide,2.0512820513%,"IDR 205,950.00","3,314",0,0,30,17,4,195,IDR 0.00,0%,,0.9052504526%,23.5294117647%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BPR - BVA - FOTO - Photoshoot Superfood 2 - Lebih Nikmat Lebih Sehat - Superfood,2.0408163265%,"IDR 430,257.00","4,404",0,0,48,33,3,147,"IDR 289,000.00",0%,,1.0899182561%,9.0909090909%,67.1691570387%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Manfaat langsung ke pembuluh darah - 3peptide,1.9886363636%,"IDR 687,264.00","11,232","2,331",995,126,79,7,352,IDR 0.00,20.7532051282%,42.6855426855%,1.1217948718%,8.8607594937%,0%,🟥🟥🟥 D,🔴 Bad,🟢🟢 Very Good,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,Reported
No Talent - Rasa Baru Cocopandan - Metafiber,1.9455252918%,"IDR 861,746.00","8,795","1,709",525,66,47,5,257,IDR 0.00,19.4314951677%,30.719719134%,0.7504263786%,10.6382978723%,0%,🟥🟥🟥 D,🔴 Bad,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,🔴🔴 Very Bad,Reported
Talent - Jessica - Experiment CGM - Metafiber,1.9455252918%,"IDR 254,694.00","4,456","1,303",225,71,34,5,257,IDR 0.00,29.2414721724%,17.2678434382%,1.5933572711%,14.7058823529%,0%,🟥🟥🟥 D,🟡 Neutral,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
BOFU 75 - VID - Mau order produk mGanik di mana sih? - Superfood,1.935483871%,"IDR 108,098.00","1,162",233,73,19,14,3,155,IDR 0.00,20.0516351119%,31.330472103%,1.6351118761%,21.4285714286%,0%,🟥🟥🟥 D,🔴 Bad,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Mirror IG - Rangkuman Kesalahan Diabetesi Bikin Gula Darah Makin Tinggi - Superfood,1.9230769231%,"IDR 193,717.00","5,578",0,0,330,186,3,156,IDR 0.00,0%,,5.9160989602%,1.6129032258%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🔴 Bad,⬜ Insufficient Data,Reported
Customer - Eno - Berhasil Lepas Suntik Insulin - Metafiber,1.9083969466%,"IDR 2,190,758.00","74,797",0,0,934,359,10,524,"IDR 299,000.00",0%,,1.2487131837%,2.7855153203%,13.6482441237%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟡 Neutral,🔴 Bad,Reported
EDU - Brand - Video - 5 Makanan Yang Boleh Dikonsumsi Penderita Diabetesi - Superfood (Mirror IG),1.7543859649%,"IDR 437,550.00","19,021","8,240","6,248","1,858","1,180",1,57,"IDR 853,000.00",43.3205404553%,75.8252427184%,9.768150991%,0.0847457627%,194.9491486687%,🟥🟥🟥 D,🟢🟢 Very Good,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,Reported
EDU - Brand - Video - Hipoglikemia Bahaya Gak Sih?! - Superfood,1.7543859649%,"IDR 855,747.00","47,675","21,719","9,729","2,786","1,719",1,57,IDR 0.00,45.5563712638%,44.7948800589%,5.843733613%,0.0581733566%,0%,🟥🟥🟥 D,🟢🟢 Very Good,🟢🟢 Very Good,🔴🔴 Very Bad,🔴🔴 Very Bad,🔴🔴 Very Bad,Reported
"KOL User - (Ad Code) Hanifa Setyawati - Metafiber ",1.7361111111%,"IDR 895,654.00","38,756","15,722","2,428",902,303,10,576,IDR 0.00,40.5666219424%,15.4433278209%,2.3273815667%,3.300330033%,0%,🟥🟥🟥 D,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,🟢 Good,🔴🔴 Very Bad,Reported
KOL User - Ini Elin with dad - Metafiber,1.7175572519%,"IDR 1,180,138.00","33,454","12,811","4,389",502,273,9,524,"IDR 158,000.00",38.2943743648%,34.2596206385%,1.500567944%,3.2967032967%,13.3882647623%,🟥🟥🟥 D,🟢 Good,🟢 Good,🔴🔴 Very Bad,🟢 Good,🔴🔴 Very Bad,Reported
Customer  - Tensi 140/90 Tidak Bisa Dianggap Sehat - 3Peptide,1.6853932584%,"IDR 165,611.00","4,558",0,0,134,70,3,178,IDR 0.00,0%,,2.9398859149%,4.2857142857%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢 Good,⬜ Insufficient Data,Reported
0° - KOL Expert - Nurwanti Esti - M3P,1.5974440895%,"IDR 753,689.00","16,349","6,120",938,667,329,5,313,IDR 0.00,37.4334821702%,15.3267973856%,4.07976023%,1.5197568389%,0%,🟥🟥🟥 D,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,🔴 Bad,🔴🔴 Very Bad,Reported
BPR - BVA  - Photoshoot Metafiber 2 - Satu Sachet Banyak Manfaatnya - Metafiber,1.5521064302%,"IDR 1,132,046.00","24,346",2,2,281,138,7,451,IDR 0.00,0.0082149018%,100%,1.1541937074%,5.0724637681%,0%,🟥🟥🟥 D,🔴🔴 Very Bad,🟢🟢 Very Good,⬜ Insufficient Data,🟢 Good,🔴🔴 Very Bad,Reported
No Talent - Tersedia di Mitra Resmi mGanik - 3Peptide,1.5384615385%,"IDR 121,554.00","3,149",0,0,24,14,3,195,IDR 0.00,0%,,0.7621467132%,21.4285714286%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Marketplace Kesayangan Anda - 3Peptide,1.5384615385%,"IDR 319,704.00","4,769",0,0,61,33,3,195,IDR 0.00,0%,,1.2790941497%,9.0909090909%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Mau Beli Produk mGanik? - 3Peptide,1.5384615385%,"IDR 332,943.00","6,297",0,0,61,32,3,195,IDR 0.00,0%,,0.9687152612%,9.375%,0%,🟥🟥🟥 D,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Trust Builder - BVA - Berapa Lama Gula Darah Turun  (Hook B) - Superfood,1.3605442177%,"IDR 233,002.00","3,834",89,58,60,29,2,147,IDR 0.00,2.3213354199%,65.1685393258%,1.5649452269%,6.8965517241%,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Pengganti Sarapan Untuk Diabetesi - Multigrain,1.3605442177%,"IDR 69,842.00",729,0,0,14,9,2,147,IDR 0.00,0%,,1.9204389575%,22.2222222222%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Kompilasi - Pufi - Selebriti Legendaris Rekomendasikan Multigrain - Multigrain,1.3605442177%,"IDR 172,548.00","2,085",566,287,24,13,2,147,IDR 0.00,27.1462829736%,50.7067137809%,1.1510791367%,15.3846153846%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
25° SP - KOL User - Debyani - Superfood,1.3157894737%,"IDR 158,599.00","4,306","1,934",390,76,30,2,152,IDR 0.00,44.914073386%,20.1654601861%,1.7649790989%,6.6666666667%,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
25° KOL Expert - (Ad Code) Maria Ana Mustika - Superfood,1.3157894737%,"IDR 505,977.00","6,042","1,961",574,185,95,2,152,IDR 0.00,32.4561403509%,29.2707802142%,3.0619000331%,2.1052631579%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢 Good,🔴🔴 Very Bad,🟡 Neutral,🔴🔴 Very Bad,Reported
No Talent - Produk mGanik Tersedia Dekat Rumah Anda - Superfood,1.2903225806%,"IDR 34,981.00","1,140",0,0,14,8,2,155,IDR 0.00,0%,,1.2280701754%,25%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Image (Mirorring Sales - Quotes) - Bunda Sharing Story #1,1.2820512821%,"IDR 7,586.00",189,0,0,6,3,2,156,IDR 0.00,0%,,3.1746031746%,66.6666666667%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Hati-Hati Sarapan Ini Menyebabkan Gula Darah Tinggi - Multigrain,1.2820512821%,"IDR 126,770.00","4,628",0,0,100,60,2,156,IDR 0.00,0%,,2.1607605877%,3.3333333333%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,🟢 Good,⬜ Insufficient Data,Reported
Talent - Jessica - Apa Iya Diabetesi Harus Sarapan? - Superfood,1.2820512821%,"IDR 187,654.00","2,480",827,295,29,14,2,156,IDR 0.00,33.3467741935%,35.6711003628%,1.1693548387%,14.2857142857%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Apoteker Kevin Ben Laurence - M3P,1.2779552716%,"IDR 328,975.00","3,671","1,463",270,84,47,4,313,IDR 0.00,39.8529011169%,18.4552289815%,2.2882048488%,8.5106382979%,0%,⬛️⬛️⬛️ F,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Maria Ana - M3P,1.2779552716%,"IDR 209,340.00","3,689","1,136",137,96,54,4,313,IDR 0.00,30.7942531851%,12.0598591549%,2.6023312551%,7.4074074074%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,🟢🟢 Very Good,⬜ Insufficient Data,Reported
